Specific Capacity,CE,Separator Class,Cathode  loading as LiI wt%,smiles1,smiles2,smiles3,smiles4,smiles5,smiles6,smiles7,smiles8,mol%1,mol%2,mol%3,mol%4,mol%5,mol%6,mol%7,mol%8
201.94,96.85,2,46.22,[Li+].[Cl-]  ,[Li+].[N+](=O)([O-])[O-],[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2  ,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C1COCO1,CN1CCN(C1=O)C,C1COC(=O)O1,COCCOCCOCCOCCOC,5.535895224,1.716496248,1.615811267,2.03090932,44.41608106,14.35803801,23.28165022,7.045118648
206.59,98.51,2,44.54,[Li+].[Cl-]  ,[Li+].[N+](=O)([O-])[O-],[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2  ,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C1COCO1,CN1CCN(C1=O)C,C1COC(=O)O1,COCCOCCOCCOCCOC,5.535895224,1.716496248,1.615811267,2.03090932,44.41608106,14.35803801,23.28165022,7.045118648
159.73,95.35,1,42.35,[Li+].[Cl-]  ,[Li+].[N+](=O)([O-])[O-],[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2  ,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C1COCO1,CN1CCN(C1=O)C,C1COC(=O)O1,COCCOCCOCCOCCOC,5.535895224,1.716496248,1.615811267,2.03090932,44.41608106,14.35803801,23.28165022,7.045118648
212.61,94.08,1,40.77,[Li+].[Cl-]  ,[Li+].[N+](=O)([O-])[O-],[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2  ,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C1COCO1,CN1CCN(C1=O)C,C1COC(=O)O1,COCCOCCOCCOCCOC,5.535895224,1.716496248,1.615811267,2.03090932,44.41608106,14.35803801,23.28165022,7.045118648
175.32,97.49,2,47.79,[Li+].[Cl-]  ,[Li+].[N+](=O)([O-])[O-],[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2  ,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C1COCO1,CN1CCN(C1=O)C,C1COC(=O)O1,COCCOCCOCCOCCOC,6.016370434,1.839806429,1.761695741,2.254116631,24.08774285,31.14662251,25.25222354,7.64142186
173.32,98.83,2,46.25,[Li+].[Cl-]  ,[Li+].[N+](=O)([O-])[O-],[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2  ,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C1COCO1,CN1CCN(C1=O)C,C1COC(=O)O1,COCCOCCOCCOCCOC,6.016370434,1.839806429,1.761695741,2.254116631,24.08774285,31.14662251,25.25222354,7.64142186
169.79,95.1,1,40.53,[Li+].[Cl-]  ,[Li+].[N+](=O)([O-])[O-],[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2  ,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C1COCO1,CN1CCN(C1=O)C,C1COC(=O)O1,COCCOCCOCCOCCOC,6.016370434,1.839806429,1.761695741,2.254116631,24.08774285,31.14662251,25.25222354,7.64142186
176.81,96.49,1,40.1,[Li+].[Cl-]  ,[Li+].[N+](=O)([O-])[O-],[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2  ,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C1COCO1,CN1CCN(C1=O)C,C1COC(=O)O1,COCCOCCOCCOCCOC,6.016370434,1.839806429,1.761695741,2.254116631,24.08774285,31.14662251,25.25222354,7.64142186
185.08,95.12,1,36.63,[Li+].[Cl-]  ,[Li+].[N+](=O)([O-])[O-],[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2  ,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C1COCO1,CN1CCN(C1=O)C,C1COC(=O)O1,COCCOCCOCCOCCOC,6.04903035,1.806142258,1.712132879,2.16027169,29.30593658,18.94700034,30.7226819,9.296804011
221.35,94.31,1,33.03,[Li+].[Cl-]  ,[Li+].[N+](=O)([O-])[O-],[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2  ,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C1COCO1,CN1CCN(C1=O)C,C1COC(=O)O1,COCCOCCOCCOCCOC,6.04903035,1.806142258,1.712132879,2.16027169,29.30593658,18.94700034,30.7226819,9.296804011
79.17,94.46,1,43.33,[Li+].[Cl-]  ,[Li+].[N+](=O)([O-])[O-],[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2  ,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C1COCO1,CN1CCN(C1=O)C,C1COC(=O)O1,COCCOCCOCCOCCOC,6.102922183,6.944026917,0.992293332,7.96555404,5.004229661,20.44953074,12.89902293,39.6424202
90.13,94.66,1,42.74,[Li+].[Cl-]  ,[Li+].[N+](=O)([O-])[O-],[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2  ,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C1COCO1,CN1CCN(C1=O)C,C1COC(=O)O1,COCCOCCOCCOCCOC,6.102922183,6.944026917,0.992293332,7.96555404,5.004229661,20.44953074,12.89902293,39.6424202
126.08,94.71,1,35.35,[Li+].[Cl-]  ,[Li+].[N+](=O)([O-])[O-],[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2  ,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C1COCO1,CN1CCN(C1=O)C,C1COC(=O)O1,COCCOCCOCCOCCOC,6.111937992,1.775580046,1.752332442,2.190548092,29.99401743,58.175584,0,0
140.71,92.58,1,33.65,[Li+].[Cl-]  ,[Li+].[N+](=O)([O-])[O-],[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2  ,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C1COCO1,CN1CCN(C1=O)C,C1COC(=O)O1,COCCOCCOCCOCCOC,6.111937992,1.775580046,1.752332442,2.190548092,29.99401743,58.175584,0,0
180.8,94.11,2,46.9,[Li+].[Cl-]  ,[Li+].[N+](=O)([O-])[O-],[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2  ,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C1COCO1,CN1CCN(C1=O)C,C1COC(=O)O1,COCCOCCOCCOCCOC,6.453560234,1.8783044,1.883511042,2.389672995,0,28.13875865,45.49056833,13.76562435
173.68,98.3,2,45.54,[Li+].[Cl-]  ,[Li+].[N+](=O)([O-])[O-],[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2  ,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C1COCO1,CN1CCN(C1=O)C,C1COC(=O)O1,COCCOCCOCCOCCOC,6.453560234,1.8783044,1.883511042,2.389672995,0,28.13875865,45.49056833,13.76562435
164.06,90.84,2,49.14,[Li+].[Cl-]  ,[Li+].[N+](=O)([O-])[O-],[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2  ,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C1COCO1,CN1CCN(C1=O)C,C1COC(=O)O1,COCCOCCOCCOCCOC,6.493388079,1.901852803,1.886204733,2.394702226,0,28.11586669,45.45355999,13.75442548
159.45,88.92,2,48.8,[Li+].[Cl-]  ,[Li+].[N+](=O)([O-])[O-],[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2  ,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C1COCO1,CN1CCN(C1=O)C,C1COC(=O)O1,COCCOCCOCCOCCOC,6.493388079,1.901852803,1.886204733,2.394702226,0,28.11586669,45.45355999,13.75442548
88.64,95.73,2,50.71,[Li+].[Cl-]  ,[Li+].[N+](=O)([O-])[O-],[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2  ,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C1COCO1,CN1CCN(C1=O)C,C1COC(=O)O1,COCCOCCOCCOCCOC,6.5442011,7.67673447,1.13483617,0.76606076,4.60527595,21.8580014,15.1256686,42.2892216
92,95.56,2,50.28,[Li+].[Cl-]  ,[Li+].[N+](=O)([O-])[O-],[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2  ,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C1COCO1,CN1CCN(C1=O)C,C1COC(=O)O1,COCCOCCOCCOCCOC,6.5442011,7.67673447,1.13483617,0.76606076,4.60527595,21.8580014,15.1256686,42.2892216
192.28,99.1,2,43.98,[Li+].[Cl-]  ,[Li+].[N+](=O)([O-])[O-],[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2  ,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C1COCO1,CN1CCN(C1=O)C,C1COC(=O)O1,COCCOCCOCCOCCOC,6.749306112,1.896024505,1.912420535,2.406274198,26.14216424,16.90154462,27.40596241,16.58630338
202.25,98.92,2,41.17,[Li+].[Cl-]  ,[Li+].[N+](=O)([O-])[O-],[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2  ,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C1COCO1,CN1CCN(C1=O)C,C1COC(=O)O1,COCCOCCOCCOCCOC,6.749306112,1.896024505,1.912420535,2.406274198,26.14216424,16.90154462,27.40596241,16.58630338
75.93,93.52,1,40.73,[Li+].[Cl-]  ,[Li+].[N+](=O)([O-])[O-],[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2  ,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C1COCO1,CN1CCN(C1=O)C,C1COC(=O)O1,COCCOCCOCCOCCOC,6.749306112,1.896024505,1.912420535,2.406274198,26.14216424,16.90154462,27.40596241,16.58630338
182.41,97.93,1,39,[Li+].[Cl-]  ,[Li+].[N+](=O)([O-])[O-],[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2  ,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C1COCO1,CN1CCN(C1=O)C,C1COC(=O)O1,COCCOCCOCCOCCOC,6.749306112,1.896024505,1.912420535,2.406274198,26.14216424,16.90154462,27.40596241,16.58630338
77.16,89.71,2,52.99,[Li+].[Cl-]  ,[Li+].[N+](=O)([O-])[O-],[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2  ,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C1COCO1,CN1CCN(C1=O)C,C1COC(=O)O1,COCCOCCOCCOCCOC,10.7785281,2.27272051,5.42493937,3.66205565,31.5299735,6.16300239,8.06950433,32.0992762
98.56,85.71,2,51.11,[Li+].[Cl-]  ,[Li+].[N+](=O)([O-])[O-],[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2  ,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C1COCO1,CN1CCN(C1=O)C,C1COC(=O)O1,COCCOCCOCCOCCOC,10.7785281,2.27272051,5.42493937,3.66205565,31.5299735,6.16300239,8.06950433,32.0992762
182.14,18.1,2,47.16,[Li+].[Cl-]  ,[Li+].[N+](=O)([O-])[O-],[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2  ,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C1COCO1,CN1CCN(C1=O)C,C1COC(=O)O1,COCCOCCOCCOCCOC,10.8472933,1.66735598,1.581871284,2.002176985,0,17.72430315,57.48014124,8.696858063
0.19,0.01,2,45.28,[Li+].[Cl-]  ,[Li+].[N+](=O)([O-])[O-],[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2  ,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C1COCO1,CN1CCN(C1=O)C,C1COC(=O)O1,COCCOCCOCCOCCOC,10.8472933,1.66735598,1.581871284,2.002176985,0,17.72430315,57.48014124,8.696858063
191.97,92.43,2,46.75,[Li+].[Cl-]  ,[Li+].[N+](=O)([O-])[O-],[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2  ,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C1COCO1,CN1CCN(C1=O)C,C1COC(=O)O1,COCCOCCOCCOCCOC,11.13694496,1.711878833,1.624111466,2.055640451,0,29.11614292,47.21201147,7.143269897
168.96,68.28,2,49.96,[Li+].[Cl-]  ,[Li+].[N+](=O)([O-])[O-],[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2  ,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C1COCO1,CN1CCN(C1=O)C,C1COC(=O)O1,COCCOCCOCCOCCOC,11.136945,1.71187883,1.62411147,2.05564045,0,29.1161429,47.2120115,7.1432699
191.29,87.95,2,47.56,[Li+].[Cl-]  ,[Li+].[N+](=O)([O-])[O-],[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2  ,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C1COCO1,CN1CCN(C1=O)C,C1COC(=O)O1,COCCOCCOCCOCCOC,12.02886115,1.848976793,1.754180467,2.220268991,0,15.72397285,50.99304453,15.43069523
192.04,91.44,2,46.23,[Li+].[Cl-]  ,[Li+].[N+](=O)([O-])[O-],[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2  ,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C1COCO1,CN1CCN(C1=O)C,C1COC(=O)O1,COCCOCCOCCOCCOC,12.02886115,1.848976793,1.754180467,2.220268991,0,15.72397285,50.99304453,15.43069523
164.31,82.5,2,45.84,[Li+].[Cl-]  ,[Li+].[N+](=O)([O-])[O-],[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2  ,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C1COCO1,CN1CCN(C1=O)C,C1COC(=O)O1,COCCOCCOCCOCCOC,12.16847873,1.798843433,1.771747639,2.235990832,0,26.40976324,42.69538517,12.91979097
207.37,82.6,2,42.13,[Li+].[Cl-]  ,[Li+].[N+](=O)([O-])[O-],[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2  ,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C1COCO1,CN1CCN(C1=O)C,C1COC(=O)O1,COCCOCCOCCOCCOC,12.16847873,1.798843433,1.771747639,2.235990832,0,26.40976324,42.69538517,12.91979097
163.3,79.03,2,50.5,[Li+].[Cl-]  ,[Li+].[N+](=O)([O-])[O-],[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2  ,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C1COCO1,CN1CCN(C1=O)C,C1COC(=O)O1,COCCOCCOCCOCCOC,12.1901296,1.87376565,1.77769841,2.25003568,0,39.8369523,32.2979362,9.77348213
168.31,61.38,2,50.11,[Li+].[Cl-]  ,[Li+].[N+](=O)([O-])[O-],[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2  ,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C1COCO1,CN1CCN(C1=O)C,C1COC(=O)O1,COCCOCCOCCOCCOC,12.1901296,1.87376565,1.77769841,2.25003568,0,39.8369523,32.2979362,9.77348213
173.81,89.49,2,49.36,[Li+].[Cl-]  ,[Li+].[N+](=O)([O-])[O-],[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2  ,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C1COCO1,CN1CCN(C1=O)C,C1COC(=O)O1,COCCOCCOCCOCCOC,13.331709,2.049239761,1.94417603,2.460746676,0,34.85407766,28.25805462,17.10199626
8.45,93,1,49.29,[Li+].[Cl-]  ,[Li+].[N+](=O)([O-])[O-],[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2  ,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C1COCO1,CN1CCN(C1=O)C,C1COC(=O)O1,COCCOCCOCCOCCOC,13.331709,2.049239761,1.94417603,2.460746676,0,34.85407766,28.25805462,17.10199626
179.13,89.6,2,48.94,[Li+].[Cl-]  ,[Li+].[N+](=O)([O-])[O-],[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2  ,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C1COCO1,CN1CCN(C1=O)C,C1COC(=O)O1,COCCOCCOCCOCCOC,13.331709,2.049239761,1.94417603,2.460746676,0,34.85407766,28.25805462,17.10199626
14.58,91.72,1,47.59,[Li+].[Cl-]  ,[Li+].[N+](=O)([O-])[O-],[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2  ,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C1COCO1,CN1CCN(C1=O)C,C1COC(=O)O1,COCCOCCOCCOCCOC,13.331709,2.049239761,1.94417603,2.460746676,0,34.85407766,28.25805462,17.10199626
0.24,89.56,1,45.11,[Li+].[Cl-]  ,[Li+].[N+](=O)([O-])[O-],[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2  ,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C1COCO1,CN1CCN(C1=O)C,C1COC(=O)O1,COCCOCCOCCOCCOC,13.331709,2.049239761,1.94417603,2.460746676,0,34.85407766,28.25805462,17.10199626
158.27,57.69,2,51.56,[Li+].[Cl-]  ,[Li+].[N+](=O)([O-])[O-],[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2  ,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C1COCO1,CN1CCN(C1=O)C,C1COC(=O)O1,COCCOCCOCCOCCOC,13.5664446,2.08532138,1.97840776,2.50407382,0,22.1673528,35.9445039,21.7538957
166.3,96.55,2,51.23,[Li+].[Cl-]  ,[Li+].[N+](=O)([O-])[O-],[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2  ,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C1COCO1,CN1CCN(C1=O)C,C1COC(=O)O1,COCCOCCOCCOCCOC,13.5664446,2.08532138,1.97840776,2.50407382,0,22.1673528,35.9445039,21.7538957
109.83,73.29,2,52.52,[Li+].[Cl-]  ,[Li+].[N+](=O)([O-])[O-],[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2  ,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C1COCO1,CN1CCN(C1=O)C,C1COC(=O)O1,COCCOCCOCCOCCOC,14.005095,1.04550412,4.00437489,2.7031166,35.3479032,5.5417089,11.9561577,25.3961396
124.82,44.95,2,50.65,[Li+].[Cl-]  ,[Li+].[N+](=O)([O-])[O-],[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2  ,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C1COCO1,CN1CCN(C1=O)C,C1COC(=O)O1,COCCOCCOCCOCCOC,14.005095,1.04550412,4.00437489,2.7031166,35.3479032,5.5417089,11.9561577,25.3961396
0.21,103.29,1,48.92,[Li+].[Cl-]  ,[Li+].[N+](=O)([O-])[O-],[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2  ,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C1COCO1,CN1CCN(C1=O)C,C1COC(=O)O1,COCCOCCOCCOCCOC,15.73416422,2.418525257,2.294528401,2.904188225,0,51.41874361,0,25.22985028
143.47,94.8,2,48.12,[Li+].[Cl-]  ,[Li+].[N+](=O)([O-])[O-],[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2  ,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C1COCO1,CN1CCN(C1=O)C,C1COC(=O)O1,COCCOCCOCCOCCOC,15.73416422,2.418525257,2.294528401,2.904188225,0,51.41874361,0,25.22985028
166.66,96.08,2,46.31,[Li+].[Cl-]  ,[Li+].[N+](=O)([O-])[O-],[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2  ,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C1COCO1,CN1CCN(C1=O)C,C1COC(=O)O1,COCCOCCOCCOCCOC,15.73416422,2.418525257,2.294528401,2.904188225,0,51.41874361,0,25.22985028